date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-02 14:15:00,23.709000000000003,26.281,581.8,754.8,0.004768412008144665,1.0
2015-02-02 14:20:00,23.741625000000003,26.203750000000003,530.9208333333335,778.3541666666667,0.004763713085020738,1.0
2015-02-02 14:25:00,23.7438,26.353,502.5666666666666,804.49,0.004791679793765244,1.0
2015-02-02 14:30:00,23.7,26.7048,470.81000000000006,842.9466666666667,0.004843258831660138,1.0
2015-02-02 14:35:00,23.638333333333335,27.024749999999997,461.3333333333333,899.3166666666666,0.004883433940240644,1.0
2015-02-02 14:40:00,23.605,27.317700000000002,517.0233333333333,940.4,0.004926809485410316,1.0
2015-02-02 14:45:00,23.6,27.45675,515.0083333333332,966.5458333333332,0.004950578625185199,1.0
2015-02-02 14:50:00,23.603333333333342,27.59466666666666,503.62380952380937,990.1457142857141,0.004976653659670262,1.0
2015-02-02 14:55:00,23.613333333333337,27.75383333333334,482.7333333333334,1015.033333333334,0.005008627351354188,1.0
2015-02-02 15:00:00,23.55666666666667,27.89338095238095,466.0904761904762,1038.3714285714284,0.005016713276752754,1.0
2015-02-02 15:05:00,23.5,28.0,448.0,1052.5875,0.00501873480786954,1.0
2015-02-02 15:10:00,23.423000000000002,28.145999999999997,451.6,1065.3400000000001,0.005021533932835174,1.0
2015-02-02 15:15:00,23.386000000000003,28.30183333333332,459.0,1085.686666666666,0.00503822171637353,1.0
2015-02-02 15:20:00,23.341388888888886,28.496388888888884,469.48611111111114,1103.6527777777783,0.00505939352985004,1.0
2015-02-02 15:25:00,23.29,28.670333333333343,464.85,1115.623333333334,0.005074622593086652,1.0
2015-02-02 15:30:00,23.263,28.541875,465.5,1119.825,0.005043441394902695,1.0
2015-02-02 15:35:00,23.227,28.57666666666666,462.66666666666663,1118.666666666666,0.005038530818379269,1.0
2015-02-02 15:40:00,23.2,28.705599999999997,459.35,1138.33,0.005053138864127144,1.0
2015-02-02 15:45:00,23.15611111111112,28.855833333333333,448.05833333333334,1160.0972222222217,0.005066226742779129,1.0
2015-02-02 15:50:00,23.11,28.987250000000003,444.0,1171.9541666666673,0.005075205964207973,1.0
2015-02-02 15:55:00,23.038,27.8307,436.8,1076.55,0.004849803892445855,1.0
2015-02-02 16:00:00,22.99266666666668,27.97513333333334,429.0,1063.3066666666662,0.004861694526573428,1.0
2015-02-02 16:05:00,22.96975,28.138888888888882,429.0,1084.6416666666667,0.0048835495013233934,1.0
2015-02-02 16:10:00,22.9274,28.097866666666658,429.6,1087.596666666666,0.004863815747658666,1.0
2015-02-02 16:15:00,22.875416666666652,27.680833333333325,433.375,1060.3541666666674,0.004775851054475614,1.0
2015-02-02 16:20:00,22.804999999999996,27.31095238095238,437.33571428571423,1024.3419047619059,0.00469135870688078,1.0
2015-02-02 16:25:00,22.762400000000003,26.919599999999996,435.0,992.3333333333327,0.004611647796460864,1.0
2015-02-02 16:30:00,22.70375,26.527499999999986,440.0416666666667,963.6805555555555,0.004527694781005165,1.0
2015-02-02 16:35:00,22.7,26.16,441.0,935.05,0.004463489345546222,1.0
2015-02-02 16:40:00,22.7,25.95513333333334,437.8,920.8466666666667,0.004428285635572918,1.0
2015-02-02 16:45:00,22.637333333333338,25.6336,430.5,895.6600000000001,0.00435635873120776,1.0
2015-02-02 16:50:00,22.61583333333333,25.386916666666668,440.40000000000003,879.3583333333332,0.004308463318136988,1.0
2015-02-02 16:55:00,22.6,25.168,434.96999999999997,857.0799999999999,0.004266907512453418,1.0
2015-02-02 17:00:00,22.6,25.0375,431.5375,834.0875,0.004244631942505012,1.0
2015-02-02 17:05:00,22.6,25.041,428.80999999999995,831.03,0.004245229406754598,1.0
2015-02-02 17:10:00,22.565,25.057399999999998,433.0,822.5600000000001,0.004238947795747636,1.0
2015-02-02 17:15:00,22.551944444444448,24.930972222222213,433.0,818.5083333333333,0.0042140687038581285,1.0
2015-02-02 17:20:00,22.521250000000002,24.882291666666674,431.25,812.2375,0.0041978715706357875,1.0
2015-02-02 17:25:00,22.578999999999997,25.02305714285714,432.43999999999994,836.4,0.004236735816926464,1.0
2015-02-02 17:30:00,22.6,25.102666666666682,429.4533333333332,850.8299999999999,0.004255755331728341,1.0
2015-02-02 17:35:00,22.5575,25.16,424.32777777777784,848.5749999999999,0.004254488475624453,0.0
2015-02-02 17:40:00,22.5,24.9904,419.56000000000006,822.76,0.00421076374518659,0.0
2015-02-02 17:45:00,22.494500000000002,24.885,419.0,810.725,0.004191475538523215,0.0
2015-02-02 17:50:00,22.443900000000003,24.78883333333334,419.0,798.3766666666667,0.00416229289926502,0.0
2015-02-02 17:55:00,22.395500000000002,24.714750000000002,419.0,778.145,0.004137465459970184,1.0
2015-02-02 18:00:00,22.39,24.938083333333335,329.8416666666667,789.8916666666668,0.0041736994087853444,1.0
2015-02-02 18:05:00,22.338333333333324,24.960125,0.0,783.3083333333333,0.004164222508295019,0.0
2015-02-02 18:10:00,22.2648,24.8659,0.0,771.6966666666666,0.004129759702885382,0.0
2015-02-02 18:15:00,22.212,24.785866666666664,0.0,758.8333333333333,0.0041030748402997455,0.0
2015-02-02 18:20:00,22.11944444444443,24.70375,0.0,741.9166666666669,0.004066243906440407,0.0
2015-02-02 18:25:00,22.06666666666668,24.657666666666678,0.0,720.2366666666666,0.004045508417421934,0.0
2015-02-02 18:30:00,21.95691666666668,24.564999999999998,0.0,712.4666666666667,0.004003131266490145,0.0
2015-02-02 18:35:00,21.875,24.488500000000002,0.0,697.85,0.00397056287585301,0.0
2015-02-02 18:40:00,21.79216666666666,24.404666666666664,0.0,689.75,0.003936779804826082,0.0
2015-02-02 18:45:00,21.720250000000004,24.312499999999996,0.0,667.9694444444445,0.003904520194985383,0.0
2015-02-02 18:50:00,21.61,24.214624999999998,0.0,655.6875,0.0038624001218496825,0.0
2015-02-02 18:55:00,21.509999999999998,24.212,0.0,645.5333333333332,0.00383826612098951,0.0
2015-02-02 19:00:00,21.5,24.169999999999998,0.0,634.2666666666667,0.0038292058054429042,0.0
2015-02-02 19:05:00,21.5,24.112499999999997,0.0,619.9861111111112,0.0038200402262458153,0.0
2015-02-02 19:10:00,21.413833333333336,23.97833333333334,0.0,611.9666666666666,0.0037785561203829083,0.0
2015-02-02 19:15:00,21.354583333333323,23.951875,0.0,603.9166666666667,0.00376057674931284,0.0
2015-02-02 19:20:00,21.333333333333336,23.956,0.0,597.4,0.0037563190609937363,0.0
2015-02-02 19:25:00,21.29,23.913833333333336,0.0,587.0333333333334,0.0037396426241816058,0.0
2015-02-02 19:30:00,21.217000000000002,23.808888888888884,0.0,582.3666666666667,0.003706404342182152,0.0
2015-02-02 19:35:00,21.2,23.773125,0.0,574.5208333333333,0.003696915008508422,0.0
2015-02-02 19:40:00,21.18833333333334,23.73,0.0,564.5799999999998,0.0036875165899899684,0.0
2015-02-02 19:45:00,21.11666666666666,23.634999999999998,0.0,554.8,0.003656444614212906,0.0
2015-02-02 19:50:00,21.099999999999998,23.584722222222222,0.0,547.2916666666666,0.003644864425606772,0.0
